,RID,smiles,fragment_fp,fragment_fp2
67,R2438,*NC(=S)C(*)=O,00000000000001000000000100000000000000000000000000000000000000000000000000000000000010100000000000001000000000001000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000011000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000110001010000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010001000000000000000000010001000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000010000010000100000000000000001000100000010000000000000000000100000000000000000000000000000010001000000001000000000000000000000000000000000100000000000001000000000000000000000000000001000000000000000010000000000000000000000000000000000000100000000010000000000000000000100000100000010000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000001,"[2, 7, 0]"
68,R2439,*NC(=S)NC(*)=S,00001000000001000000010000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000010000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000100000100001100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000010000000000100000000000000000000001000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001100000000001000000000001000000000100000000000000000000000000000000001000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001101000000000010000000000100000010000100000000000001000000000000000000001000000000000000000000000000000000000000000000000001000010000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000001,"[2, 8, 0]"
69,R2440,*NC(=S)NO*,00000000000000000001000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000001000001001000000000000000000001000000010100000000000000000000000000000000001000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000001000000000000000000000000000000000000000000000100000000000001000000000000000010000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000001,"[2, 7, 0]"
70,R2471,*NC(=S)c1ccc(C(*)=S)cc1,00000000001101000000000000000000000000000000001100010000000000010000000001000000000001000000000000100001000000000000000000010000000000000001000000001011000000010100000000100000000000000000001100100000000001000000000000000000000000001010000000000100000000001000000000011000000100000000000001000010000010000000000000100000100001010010000000000000000000000000000000010000000001000000000000000000001001000000000000010100000010000000000010000000010000000000100100000000100000001010110000001100000000000000010000000000000000100000000000000000000110000000001000000000000010000100100000000000100000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000100000000100001000000000000000000000010000000000010010000010000000000000000000000100000001000000010010000000000000000000100000000101000100000000000100000000000111000000000000010000000000000000000000010000000000000000000000001000000000010000000010000000001000100001000000100001010000100000000000010100100000000000000000100000000000010100000000010100000000000000000001000100000000000000000000010000100000000100001000000100001011000000001000010010000101000000000000000000000000000001001000000000010000000000000000000000000000001000000000000000000001000000000101000000000000000000001000100000000010000000001000000000001100100000000000000000001000010000000000000000000000000000100000000000000000101000000000000000000000001000001000000000010011010100000000000000010001000000000000000000000010010000100000000000000000000000001000001000001110000010000000000010000000100001000000000001100000100100001000000000000000000000100000000000000000000000000000000100000011000001000000000000000000010000001000001000100100001000000000000001000000001010000000000000000000000000000000000000001010000100000000100100000001000001010000010000000001100000000100000000000000000000010000000000000100000000010000100000000001100000000000000000101000011100000000001000001000100010000000000000000000000000000000000000000000000000000000000000001000001000000000010000000000000100000001001,"[2, 13, 1]"
71,R975,*CC(*)P(=S)(c1ccccc1)c1ccccc1,00000000000001010000010000010010000010000001011000000001010001000000011000010000011000110010001000001001100010110000100000000101000001100100000100010100000000001100000000000000110000010110010010110001000000000000100101100000010100000010000000000110100100001000000000001000100000000000001000100010000000000000100010000000000001010110001001001001000000100011000001000000001100000000010000000000001000010010010000000011000000000100000010011010100100100101101000100110100000001100000010010100100000001000001000000100000100000000000010001010110000000010010010000100100000100100110000000000000000001000000000010001000010000000000001000100000000000001000000000000010010010000001101000100001111100000000101000010100011000011000010010000000000000100001000010100001101000111010000000100000000001100000010100000000010000100000101010000001000111000100001101000100000000010010100000000000010100101010010000010100101001001000000001001000010000000000100000010100000110010001000000110100000101010000000000000000000101001000001001001100000010011001110000000000000000000010001100000100010001000000000001000000100000001100000100011000001010000000000101001000000000000000100000100000010000000101010010110101000000000010001001010100000000010100001000000000000000010010101000000000000001000010001000010000100011000010110010000010010001011010000000000000000000000011000101000101000100001000000000000001000101100011001000010001100000000100010000000000000000101000001100000000010000000000001100000000001000010001100100000000000001000001000000000001010110001000010010001010110011000001000000000001000001000000000001100000010000000010000101100000000000000001000000000010000010000000000000100000001101110101000000100100100000000010000010100000110000000000000011000100100010001010000000000000000000110101000100010100000000010000001011000010000000010100000000000000000010011100000100000011010000011001001000000000000100100010001100000000110010100000010001000000000010100100010010000000000100010000001001000010001011000001000100010000010000100000100001100100000101010000000001010,"[2, 18, 2]"
72,R2170,*N=P(*)=S,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000010000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000100000000010000,"[2, 5, 0]"
73,R2360,*CCCP(*)(=S)c1ccccc1,00000000100001000100010000100000010010000010001000000000010000000010000001000000011000010000100000000011000010010000000000000101000000010000100100011100000000001100000011000000000001100000010000100000000000000000000100000000010000110000000000000000100000001000000000000000100000000010000000000010000000000000000010000000100000000110001000000001000010000001001000000000000100000000000000001000010000110000010001100000000010000000000001010000100100000001000000000000000101000100000000000000100000001000001100000000000000000001001000000000000000000000000011000100000000100000000000000000000000000100000000010001000010010000000000000000000000000100000001000000000010010000001000010000001001000000000101000100100011111110000010010000000010100000011000000000000100000010000010000010000000000000010110101001000010000000010000000010001010010000000001100000000000000010010000000010000100100000000000000000000101001001000000000000000010000000000100000000000000000000001000001110000001101000000000001000100000100001000001001000000000000010000000000011000010110000011000000010000000000000010000000100001100000001100000000011000000000000000000101110000000000000000100000010000010000000100011000010000100000000000000000010000000001010000000000000010000000001001000000000001000000000010000000110100000010000010100010000010010000010010000010000000010000000001000000000001000000000000000000000001001000000010000000000000000000000000010000100000000000101010000100000000000010000000000110000010001010000001000100000000000000000001000001000001000100000010000010000000000010000000000000100000010001000100010100100000010101000000000011000000000000000000001000000000000000000000000000010000000001010000000001000000000001011000010010100000000000000000000001001000100000001000000000000100000000000101000000010100000000010000001010000010001000010000000000010000000001010010000000001101000100000001000000000000000000100010000100000001100000000001000000100000000000000101000000010000000100000000100000010010000110000100010100000010000010000000000001000010100001010000101010000,"[2, 13, 1]"
74,R2361,*CCCCP(*)(=S)c1ccccc1,00000000000001000100010000100000010010000010000000000000010100000010000001000000011000010000100000000011000010010000000000000101000000010000100100011100000000001100000011000000000000101000010000100000000000000000000100000000010001110000000000000000100000011000000000000000000000000010000000000010000000100000100010000000000000000110001000000001000010000001000000100000000100000000000000001000010000110000010001000000000000000100000001010000100100000001000000000000000101000100000010000000100000001000001100000000000000000001001000000000000000000000000011000100000000100000000000000000000000000000000000010001001011010000000001000000000000000100000001000000000010010000000000010000001001000010000101000100100011011110000010010000000010100000011000000000000100001010000010000010000000000000010110100001000010000000010000000010001000010000000001100000000000000010010000000011000100100000000000000000000101001001000000000000000010000000000100000000000001000000001000000110000001101010010000001000100000000001000001001000000000010010000100000011000010110000010000000010001000000000010000100100001100000001100000000011000000000000000010101110000000000000000100000010000010000000100011000010000100000100000000000010000000001010000000000000010000000001001000000000001000000001010000000110100000010000010100010000010010000010010000010000000000000000001000000000001000000000100000000000001001000000010000000000000000000000000010000100000000000101010000100000000000010000000000110000010001010000001001100000000000000000001000000000001000100000010000010000000000010000000000000100000010001000000010100100000010101000000001011000000000000000000001000000000000100000000000000010000000001010000000001000001000001010000010010100100000001000000010001000000100000001000000000000100000000000101000000010100000000010000001010000000001000010000000000010000000001010010000000001101000100000001000000000000000000100010000100000001100000000000000000101000000000000101000000010000000100000000100000010010000110000100010100000010000010000000000011000011000001010000101010010,"[2, 14, 1]"
75,R318,*CCS(=O)CC,00000000000001000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000100000000000000001000100000000000000000000000000000000000000000000100000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000001000000000000001000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000001000000000010000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100010000000000000001000000000000000000000000000000100001000000000000000000000000000000000000000000010000000000000,"[1, 7, 0]"
76,R986,*CC(*)S(C)=O,00000000000001000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000100000000000000000000000010000000000000000000000000100000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000010000001001000000000000000000000000000000000000010000000000100000000001000000000100000000000000000000000000000000000000000000100000000010000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000001000000000000000001000000000000001000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000001000000000010000000000000010000000000000000000000100000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000,"[2, 7, 0]"
77,R1009,*CC(*)S(=O)c1ccc(F)cc1,00001000000001000001000100000010001000000000000000000110010000001000100000100100000100000000000000001001000000100000000000000000101000010000001000000000000100000100000100000000000011000000001010110010000000000000000010001000000001000000100000001000010000000000000000000100100110000001000000000010000100001000000100000000000010000010001001100000100001000000000000010000000000000010000000001001000000001100000000000001010101000000001000000010000000000000000000000000011000000000000000100010000000000000000001000100000010100100000100010010000001000000000101000101001000000000000010000000000000000011000010000001000000000010000000000001000000000000000110000000010010000000000100011000010100000000010000010000001001000010000001000000000000000100000100011000000000110000000110000000000100100000100110000000000010000000000001000000010001000000000000101100000010100011000000000000000000000000010000000000000101000010000000000000000010001001000000000000010000000000001000001010000000000000000100000101000000110001000100100000100000000010000010000100010000000000000000010000000001100000000000000001010000000000000101001000000000000000110000010000001100000100001000010000000000100010000000000000000100000100000000000000000000100010000000100000000100010001000000000000000011000000000000000000000010111000000000001000010010100000000010000100001000000000010000000010000000000000001000000000000010000010000000000000000001000000000000100001000000001000000010000000000100000110000000100000001010100100000000001000000000000001001100000000001010000010011000000000010000010001000000000000000000001000001000010001100000000000000001100000000000000001001000000000000000000000000001000001000000000010000000010000011000100100000100000000000000000010000010010001000100001010000100000000000010000000100000000000100000000000000100000000000000000001000000000000000000011000000011000000001000000000000000000000000000000100000000000000000100001010000000000010000010100000010000100000101000000000010000000000000000000000000000000000000100000000000001000000000010000010000000110101,"[2, 13, 1]"
78,R1010,*CC(*)S(=O)c1ccc(Cl)cc1,00000000000001000001100100000010001000000000000000000110010000001000100000100100000100000000000010000001000000100000000000000000100000010000001000000000000100000100000110100000000001000000001000110010000000000000000010000000000001000000100000001000010000001000001000001000100010000001000000000010000100001000000100000000000010000010001001000000100001000000000000010000000000000010000000001001000000101100000000000000010111000000001000000010000000000000000000000011011000000000000000100010000000000010000001000100000010101100000100010000000000000000000101000101001000000000000000001000000000000001000010000000000000000010100000000011000000000000000110101000010010000000000100010000010100000000010000010001001001000000000001000000000000000000000100011000000000110000000110000000000110100000100110000001000010000000000000000000010000000000100000101100000010000011000000000000000000000000010000000000000101000010000000000000000010001001000000000000011000100000001000001010000000000000000111000101000000000001000100100100100000000010000010000100010000000000000000010000000001100000000000000001000000000000000001001000000000000000110000010000001100000100001000000000001000100110000000000010000100000100000000000000000000100010000000000000000100010000000000000000000001000000000000000000000010111000000000001000010010000000000000000100000000000000011000000010000000000000001000000000000010000010000000000000000001000000000000100001000000001000000010000000000000000010000000100000001010100100000000001000000000000001000100000000001010000010001000000100010000010001000001000000000000000000001000010001100000100000000001100000000000000001001001000000000000100000001001000001000100000010000000010000011000100100000100000000000000000010000010010001000100001010000000000000000010000000100000000000100000010000000110000000000000000001000000000000000000011000000111000000001000100000000000000000000000000100000000000000000100000010000000000010000010100000010000100000101000000000000100000000001000000000000000000011000000000000000001000000001000000110000000110100,"[2, 13, 1]"
79,R1011,*CC(*)S(=O)c1ccc(*)cc1,00000000000001000001000100000010011000000000000000000110010000001000100000100100000100000000000000000001000000100000000000000000100000010000001000000000000100000100000100000000000001000000001000110010000000000000000010000000010001000000100000001000010000000000000000000000100010000101000000100010000100001000000100000000100010000110001001000000100001000000000000110000000000000010000000001001000000001100000000000000010101000000001000000010000000000000000000000000011000000000010000100010000000010000000101000100000010100100000100010000000000000000000101000101001000000000001000000000000000000001000010000000000000000010000000000001100000000000010110000000010010000000000100110000010100000000010000010000001001000000000001000000000000000000000100011000000000110000000110010000000100100000100110000000000010100000000000000000010000000000000000101100000010000011000000000000000000011000010000000000000101000010000010000000000010001001000011000100010000000000001000001010000000000000000100000101010000000001000100100000100000000010000010000100010000000000000000010000000001100000000000000001000001000000000001001000000000000000110000010000001100000100011000000000000100101010000000100100000100000100000000000000000000100010100000000000000100110000000001010000000001000000000000000000000010111000000000001000010010000000000000000100100000000000010000000010000100000000001000000000000010000010000000000000001001000000000000100001000000001000000110000000100000000010000000100000001010000100000000001000000000000101000100000000001110000010001000000000010000010001001000000000000000000001001010010001100000000000000001100000000000000001001000000000000000000000000001000001000000000011100000010000011000100100000100000000000000000010000010010001000100001010000000000000000010000000100000000000100000000000000100000000010000000001000000000000000000011000000011000000001000000000000000000000000000000100000000000000000100000010000000010000000010100000010100100000101000000000000000000000000000000000000000000000000000000000000001000000000010000010000000110100,"[3, 13, 1]"
80,R1026,*CC(*)S(=O)c1ccccc1,00000000000001000001000100000010001000000000000000000110010000001000100000100100000100000000000000000001000000100000000000000000100000010000001000000000000100000100000100000000000001000000001000110010000000000000000010000000000001000000100000001000010000000000000000000000100010000001000000000010000100001000000100000000000010000010001001000000100001000000000000010000000000000010000000001001000000001100000000000000010101000000001000000010000000000000000000000000011000000000000000100010000000000000000001000100000010100100000100010000000000000000000101000101001000000000000000000000000000000001000010000000000000000010000000000001000000000000000110000000010010000000000100010000010100000000010000010000001001000000000001000000000000000000000100011000000000110000000110000000000100100000100110000000000010000000000000000000010000000000000000101100000010000011000000000000000000000000010000000000000101000010000000000000000010001001000000000000010000000000001000001010000000000000000100000101000000000001000100100000100000000010000010000100010000000000000000010000000001100000000000000001000000000000000001001000000000000000110000010000001100000100001000000000000000100010000000000000000100000100000000000000000000100010000000000000000100010000000000000000000001000000000000000000000010111000000000001000010010000000000000000100000000000000010000000010000000000000001000000000000010000010000000000000000001000000000000100001000000001000000010000000000000000010000000100000001010000100000000001000000000000001000100000000001010000010001000000000010000010001000000000000000000000000001000010001100000000000000000100000000000000001001000000000000000000000000001000001000000000010000000010000011000100100000100000000000000000010000010010001000100001010000000000000000010000000100000000000100000000000000100000000000000000001000000000000000000011000000011000000001000000000000000000000000000000100000000000000000100000010000000000000000010100000010000100000101000000000000000000000000000000000000000000000000000000000000001000000000000000010000000110100,"[2, 12, 1]"
81,R2265,*CCCS(*)=O,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000001000000000100000000000000000000100010000000000000000000000000000000000000100000000000000000000000000000000000011000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000010000000000010000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000001000000000010000000000000010000000000000000000000000001000000000000000000000000000000100100000000000000000000100000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000001000000000000000000000000000010000100000000,"[2, 7, 0]"
82,R2074,*NS(=O)N*,00010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000010,"[2, 6, 0]"
83,R517,*c1ccc(S(=O)c2ccc(*)cc2)cc1,00000000000000000000000000000010010000000000000110000000000010001000100000100001000000000000100000000101000000000000000100000000000000000000000000001010000100100100001000100010000001000000001000111000000000001000001000001100010000000000110000001000000001000000000000000000100000000100000001100010000000000010000100000000000000100010000000100000100001000000000000010000000000000000000000000000000000000000000000001000010001010000000000000000000000000000000000010000000000000000010000000010000000000000000000000000001010001000000100010000000000000000000000000100000000000000000000000010001000000001000000000000000000000000000000000000000100000000110100000000000010000000000001100000000000100000000100000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000010100000000010100000000000000000010000000000000000100000100000000100000000000000000000011000010100001000000000000000000010000000000010000000000011000100000000000000001000001000000000000000000000000001011100000000000100000000001000000010000000000000000000011100000000010000000011100000000000000001000001000001000001000000000000000000010000010000001000000000010000000000000100001000000000100100000000000000001000000000000000000000100000000001000000110000100001110000000001000000000000000000000000010010000000001000000000000000000000000100000001000000000000100000000100000000100000000000000000000000000000000000001001000000100000000000001000000000000110001000101000100000000000100000000000000000000000000000000000000100000000000000100100000000000000000000000000000000001010000000000000000001001010010000000001000000000001010000000000000001010000000000000000000000000000100001000000000001100000010000001000000000000000000000000000010010000000000000000000001010000000000000010000000000000000000000100000000000000000000000010000000001000000000000000000001000000010000000000000000000000000000000000000000100001000000000000100000000000000010000000000000000000100001000000000000000000001000000000000000000000000000000000000001000000000000000000010000000000000000000,"[2, 16, 2]"
84,R569,*OS(=O)c1cccc(S(=O)O*)c1,00000000000000000000000000000110000000000010000001000000000000001000000000100000000000000000000000100001000000000000000000000000000000000000000000000000100100000101000000000001000011000001001000110000000000000000000000000000000000001000100000011000000000000000000000000000100000000000000000000010000001000000001101001000000100000010000000010100110000101010000000010000000001000000000000000100000000000000010000000000010000000000000000000000000000000000000001000000000000000000000000000011000000000000000000001000011010000000000000011000100000000001000000000100000000001000001100000000010000000011000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000100000001110000000000100000000000000000000010010000010000001000000000000000000000000011011000000100010100000000100000000010000111000000000000010010000000000000000001001000001000010000010000000010000000000000000000000001000001010000001000001100001000001001000010000000110010100000010000010010000000000001000000000000100010000010001000001000000000001000000000000000001001000000000000000011000010010001000011000000001000000000000000000000000110000000000000000000010001000000000000010000000010000000000010000101000001000100101010000000000000001010001011000000000001000000000000000001000000100000000001001000100000010000000000001000000000100000000000000000000000000000001011000000000000000000000000000000010000000000000000000001000100000000000000100000000000000000000100000000000000000010000100000000000000000000000001000000010000000000000000100001000010000000100000000000000000000000000000011000000000000000000000000000001000001000010000000010000010001000000001000010000000000001000000010000010000000000010001000000000100000010000000000001110000000100000000100000000000100000000000000000000000000000000001010000010000000000000000000000000000000000000000100100000100000100101000000000000000000010000000000000000001000000000000000000000010000000000000000000001000000100100001000000000000000010000000000000000000001,"[2, 14, 1]"
85,R2676,*OS(=O)c1ccc(*)cc1,00000000000000000000000000000010010000000010000000000000000000001000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000100000100000000000001000001000100001000110000000000000000000000000000010000001000100000011000000000000000000000000000100000000100000000100010000001000000000100001000010000000010000000000000110000101010000000010000000001000000000000000100000000000000010000000000010001000000000100000000000000000000010000000000000000000000010000000011000000000000000000000000001010000000000000010000000000000000000000000100000000000000000100000000010000000001000000000000000000000000000000000000000000000000010000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000001110000000000000000000010000000000000000000010000000000000100000000000000000010011000000000010100000000100000000010000101000000000011010010000000000000000001000000011000010000010000000000011000100000000000000001000001000000001000000000001000001011000000000000100000100000010000010000000000000000000000000000000010000010001000001000000000001000001000000000001001000000000000000011000010010001000011000000001000000000100001000000000110100000000000000000000001000000000000010100000010100000000110000101001011000100001000000000000000000000001011000000000001000000000000000001000000100000000000001000100000000000100000101000010000100000000000000000000000000001001000000000000000000000000000000000110000000100000000000000000100000000000000100000000000000000000000100000000000000000100100000000000000000000000000000001010000000000000000001001010010000000000000100000001000000000000000001000000000000000000000000000000000001000000000001110000010000000000001000010000000000001000000010000010000000000000001010000000100000000000000000001110000000100000000100000000000000010000000000000000010000000000001000000010000000000000000000000000000000000000000100000000000000100100000000000000010000010000000000000100000000000000000000000000010000000000000000000001000010100100000000000000000000010010000000000000000000,"[2, 11, 1]"
